zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
Ni,Cu,4,0,0,4,0,0,0,0,0,0,7,2,0,0,0,0,0,1,12,12,0,2,1,0,3,0,0,1,0,0
Ni,Zn,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ni,As,11,0,0,17,0,0,0,0,0,0,6,0,0,3,0,0,0,1,38,2,0,38,1,0,1,0,1,3,3,0
Ni,Se,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,10,0,0,0,0,0,0,0
Ni,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni,Sb,2,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,1,14,3,0,1,0,0,14,0,1,1,0,0
Ni,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni,Pb,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,3,0,0,0
Ni,Bi,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,1,0,3,0,0,1,0,0,9,0,0
Ni,U,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0
Ni,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu,H,360,4,36,359,6,16,16,39,29,40,88,61,16,50,2,11,7,22,4,360,25,94,13,2,5,1,60,8,18,11
Cu,B,4,6,1,6,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0
Cu,C,36,1,40,40,0,6,3,1,2,1,4,6,1,7,0,0,0,0,0,40,0,2,0,0,0,0,5,0,4,4
Cu,O,359,6,40,480,9,42,23,45,39,44,116,94,42,57,3,29,11,38,4,480,29,123,24,2,6,4,71,12,18,13
Cu,F,6,0,0,9,9,3,1,4,0,3,0,4,0,1,1,1,0,0,0,9,0,3,0,0,0,0,0,0,0,0
Cu,Na,16,0,6,42,3,43,4,1,2,4,13,12,8,9,2,1,0,5,0,43,1,17,1,0,1,0,1,1,0,1
Cu,Mg,16,0,3,23,1,4,23,1,2,2,4,5,0,4,0,1,0,1,0,23,1,5,0,0,0,0,0,0,1,0
Cu,Al,39,0,1,45,4,1,1,49,9,6,15,5,4,6,0,2,0,3,0,49,0,14,1,0,3,0,5,0,0,0
Cu,Si,29,0,2,39,0,2,2,9,39,0,5,2,3,10,1,0,3,2,0,39,1,2,0,0,0,3,7,0,1,1
Cu,P,40,0,1,44,3,4,2,6,0,44,4,2,0,7,0,1,0,6,0,44,6,4,0,0,0,0,5,2,3,3
Cu,S,88,0,4,116,0,13,4,15,5,4,322,12,18,10,0,5,3,47,7,322,18,49,6,37,44,1,75,44,2,1
Cu,Cl,61,1,6,94,4,12,5,5,2,2,12,98,16,9,1,6,2,3,2,98,5,14,12,2,3,0,21,2,0,1
Cu,K,16,0,1,42,0,8,0,4,3,0,18,16,44,3,0,2,0,5,0,44,1,10,3,1,0,0,3,1,0,0
Cu,Ca,50,2,7,57,1,9,4,6,10,7,10,9,3,58,0,1,0,1,0,58,1,22,1,0,1,0,1,1,3,2
Cu,Ti,2,0,0,3,1,2,0,0,1,0,0,1,0,0,3,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0
Cu,V,11,0,0,29,1,1,1,2,0,1,5,6,2,1,0,34,0,5,0,34,0,2,0,0,1,1,2,2,1,0
Cu,Mn,7,0,0,11,0,0,0,0,3,0,3,2,0,0,0,0,13,1,0,13,0,5,0,0,1,0,0,0,0,1
Cu,Fe,22,1,0,38,0,5,1,3,2,6,47,3,5,1,0,5,1,81,1,81,1,21,2,3,4,0,5,4,0,0
Cu,Ni,4,0,0,4,0,0,0,0,0,0,7,2,0,0,0,0,0,1,12,12,0,2,1,0,3,0,0,1,0,0
Cu,Cu,360,6,40,480,9,43,23,49,39,44,322,98,44,58,3,34,13,81,12,778,45,175,69,45,59,5,130,63,18,13
Cu,Zn,25,0,0,29,0,1,1,0,1,6,18,5,1,1,0,0,0,1,0,45,45,17,3,4,4,0,5,0,0,0
Cu,As,94,0,2,123,3,17,5,14,2,4,49,14,10,22,2,2,5,21,2,175,17,175,4,12,6,0,19,3,2,4
Cu,Se,13,0,0,24,0,1,0,1,0,0,6,12,3,1,0,0,0,2,1,69,3,4,69,4,10,0,17,12,3,0
Cu,Ag,2,0,0,2,0,0,0,0,0,0,37,2,1,0,0,0,0,3,0,45,4,12,4,45,13,0,15,11,0,0
Cu,Sb,5,0,0,6,0,1,0,3,0,0,44,3,0,1,1,1,1,4,3,59,4,6,10,13,59,0,15,1,0,0
Cu,Ba,1,0,0,4,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0
Cu,Pb,60,0,5,71,0,1,0,5,7,5,75,21,3,1,0,2,0,5,0,130,5,19,17,15,15,0,130,39,1,1
Cu,Bi,8,0,0,12,0,1,0,0,0,2,44,2,1,1,0,2,0,4,1,63,0,3,12,11,1,0,39,63,0,0
Cu,U,18,0,4,18,0,0,1,0,1,3,2,0,0,3,0,1,0,0,0,18,0,2,3,0,0,0,1,0,18,1
Cu,REE,11,0,4,13,0,1,0,0,1,3,1,1,0,2,0,0,1,0,0,13,0,4,0,0,0,0,1,0,1,13
Zn,H,212,0,16,212,1,11,16,23,32,45,48,9,7,31,8,5,31,40,1,25,212,54,0,1,3,2,26,0,4,1
Zn,B,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zn,C,16,0,18,18,0,0,2,1,0,1,2,0,0,4,0,0,1,2,0,0,18,0,0,0,0,0,0,0,1,0
Zn,O,212,1,18,260,2,18,16,24,47,46,55,13,16,38,11,6,37,43,1,29,260,60,3,1,5,3,34,0,4,5
Zn,F,1,0,0,2,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2
Zn,Na,11,0,0,18,1,18,0,1,11,0,4,1,3,1,6,0,2,0,0,1,18,2,0,0,0,2,0,0,0,4
Zn,Mg,16,0,2,16,0,0,16,1,1,4,3,0,0,2,0,0,8,6,0,1,16,1,0,0,1,0,0,0,0,0
Zn,Al,23,0,1,24,0,1,1,24,4,4,7,0,3,1,0,2,2,2,0,0,24,1,0,0,1,0,0,0,0,0
Zn,Si,32,0,0,47,1,11,1,4,47,0,4,0,9,10,7,1,11,3,0,1,47,4,0,0,1,3,5,0,0,4
Zn,P,45,0,1,46,0,0,4,4,0,46,1,0,0,10,0,0,10,17,0,6,46,3,0,0,0,0,5,0,0,0
Zn,S,48,0,2,55,0,4,3,7,4,1,74,4,3,2,0,0,3,9,0,18,74,6,0,7,4,0,10,0,2,0
Zn,Cl,9,1,0,13,0,1,0,0,0,0,4,15,6,1,0,0,0,0,0,5,15,0,2,1,0,0,2,0,0,0
Zn,K,7,1,0,16,0,3,0,3,9,0,3,6,18,3,2,0,2,2,0,1,18,1,1,0,0,0,1,0,0,0
Zn,Ca,31,0,4,38,0,1,2,1,10,10,2,1,3,38,0,0,5,8,0,1,38,10,0,0,0,0,1,0,1,0
Zn,Ti,8,0,0,11,2,6,0,0,7,0,0,0,2,0,11,0,2,0,0,0,11,0,0,0,0,2,1,0,0,2
Zn,V,5,0,0,6,0,0,0,2,1,0,0,0,0,0,0,6,0,0,1,0,6,0,0,0,0,0,2,0,0,0
Zn,Mn,31,0,1,37,0,2,8,2,11,10,3,0,2,5,2,0,37,13,0,0,37,7,0,0,1,0,3,0,0,0
Zn,Fe,40,0,2,43,0,0,6,2,3,17,9,0,2,8,0,0,13,44,0,1,44,10,0,0,1,0,4,0,0,0
Zn,Ni,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zn,Cu,25,0,0,29,0,1,1,0,1,6,18,5,1,1,0,0,0,1,0,45,45,17,3,4,4,0,5,0,0,0
Zn,Zn,212,1,18,260,2,18,16,24,47,46,74,15,18,38,11,6,37,44,1,45,288,67,6,8,10,3,34,0,4,5
Zn,As,54,0,0,60,0,2,1,1,4,3,6,0,1,10,0,0,7,10,0,17,67,67,1,3,1,0,12,0,1,0
Zn,Se,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,6,1,6,0,1,0,1,0,0,0
Zn,Ag,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,8,3,0,8,3,0,1,0,0,0
Zn,Sb,3,0,0,5,0,0,1,1,1,0,4,0,0,0,0,0,1,1,0,4,10,1,1,3,10,0,1,0,0,0
Zn,Ba,2,0,0,3,1,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2
Zn,Pb,26,0,0,34,0,0,0,0,5,5,10,2,1,1,1,2,3,4,0,5,34,12,1,1,1,0,34,0,0,0
Zn,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zn,U,4,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0
Zn,REE,1,0,0,5,2,4,0,0,4,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,5
As,H,398,2,4,398,3,37,40,43,17,9,21,14,12,112,5,10,66,86,11,94,54,398,0,0,9,9,48,12,36,14
As,B,2,6,0,6,2,0,2,2,3,0,0,0,0,5,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2
As,C,4,0,4,4,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0
As,O,398,6,4,517,16,71,56,55,24,10,23,37,27,140,11,12,76,111,17,123,60,517,0,2,14,11,62,18,36,21
As,F,3,2,0,16,16,8,6,4,2,0,0,3,0,7,2,1,0,3,0,3,0,16,0,0,0,1,0,0,2,1
As,Na,37,0,0,71,8,71,23,9,2,3,1,11,5,28,3,2,11,21,0,17,2,71,0,0,1,0,2,0,1,0
As,Mg,40,2,0,56,6,23,56,4,4,0,0,3,1,27,0,2,6,7,0,5,1,56,0,0,0,0,1,1,4,1
As,Al,43,2,0,55,4,9,4,55,3,1,7,0,7,10,0,0,1,0,0,14,1,55,0,0,0,3,4,0,3,3
As,Si,17,3,0,24,2,2,4,3,24,0,1,2,0,5,1,1,17,5,0,2,4,24,0,0,1,0,2,0,0,4
As,P,9,0,0,10,0,3,0,1,0,10,0,0,0,3,0,0,1,2,0,4,3,10,0,0,0,0,3,1,2,0
As,S,21,0,1,23,0,1,0,7,1,0,184,3,2,1,0,1,7,19,6,49,6,184,0,51,45,1,63,3,0,0
As,Cl,14,0,0,37,3,11,3,0,2,0,3,40,3,10,1,1,3,3,0,14,0,40,0,1,1,1,16,0,0,0
As,K,12,0,0,27,0,5,1,7,0,0,2,3,27,3,2,0,0,6,0,10,1,27,0,0,1,0,0,0,2,0
As,Ca,112,5,2,140,7,28,27,10,5,3,1,10,3,140,2,7,19,24,3,22,10,140,0,0,4,1,3,0,3,5
As,Ti,5,0,0,11,2,3,0,0,1,0,0,1,2,2,11,2,1,2,0,2,0,11,0,0,1,1,0,0,0,0
As,V,10,0,0,12,1,2,2,0,1,0,1,1,0,7,2,13,2,0,0,2,0,13,0,0,0,1,1,0,0,0
As,Mn,66,0,2,76,0,11,6,1,17,1,7,3,0,19,1,2,83,9,0,5,7,83,0,3,7,1,7,0,0,4
As,Fe,86,1,0,111,3,21,7,0,5,2,19,3,6,24,2,0,9,128,1,21,10,128,0,3,3,3,14,4,2,3
As,Ni,11,0,0,17,0,0,0,0,0,0,6,0,0,3,0,0,0,1,38,2,0,38,1,0,1,0,1,3,3,0
As,Cu,94,0,2,123,3,17,5,14,2,4,49,14,10,22,2,2,5,21,2,175,17,175,4,12,6,0,19,3,2,4
As,Zn,54,0,0,60,0,2,1,1,4,3,6,0,1,10,0,0,7,10,0,17,67,67,1,3,1,0,12,0,1,0
As,As,398,6,4,517,16,71,56,55,24,10,184,40,27,140,11,13,83,128,38,175,67,740,7,55,61,11,120,21,36,21
As,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,7,7,0,0,0,0,0,0,0
As,Ag,0,0,0,2,0,0,0,0,0,0,51,1,0,0,0,0,3,3,0,12,3,55,0,55,17,0,22,0,0,0
As,Sb,9,0,0,14,0,1,0,0,1,0,45,1,1,4,1,0,7,3,1,6,1,61,0,17,61,0,29,1,0,0
As,Ba,9,0,0,11,1,0,0,3,0,0,1,1,0,1,1,1,1,3,0,0,0,11,0,0,0,11,0,0,2,0
As,Pb,48,0,0,62,0,2,1,4,2,3,63,16,0,3,0,1,7,14,1,19,12,120,0,22,29,0,120,3,4,0
As,Bi,12,0,0,18,0,0,1,0,0,1,3,0,0,0,0,0,0,4,3,3,0,21,0,0,1,0,3,21,4,0
As,U,36,0,0,36,2,1,4,3,0,2,0,0,2,3,0,0,0,2,3,2,1,36,0,0,0,2,4,4,36,0
As,REE,14,2,0,21,1,0,1,3,4,0,0,0,0,5,0,0,4,3,0,4,0,21,0,0,0,0,0,0,0,21
Se,H,28,0,0,28,0,2,1,4,1,0,4,3,1,3,0,0,0,1,1,13,0,0,28,0,0,1,10,1,8,0
Se,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,O,28,0,0,47,0,3,1,4,1,0,5,16,4,3,0,0,0,1,1,24,3,0,47,0,0,1,18,2,8,0
Se,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Na,2,0,0,3,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0
Se,Mg,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Se,Al,4,0,0,4,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
Se,Si,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Se,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,S,4,0,0,5,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,6,0,0,9,2,1,0,6,2,0,0
Se,Cl,3,0,0,16,0,1,0,1,0,0,0,16,3,0,0,0,0,0,0,12,2,0,16,0,0,0,6,1,0,0
Se,K,1,0,0,4,0,1,1,0,0,0,0,3,4,0,0,0,0,0,0,3,1,0,4,0,0,0,1,0,0,0
Se,Ca,3,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,0
Se,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Mn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Fe,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,6,0,1,0,0,0,0,0
Se,Ni,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,10,0,0,0,0,0,0,0
Se,Cu,13,0,0,24,0,1,0,1,0,0,6,12,3,1,0,0,0,2,1,69,3,4,69,4,10,0,17,12,3,0
Se,Zn,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,6,1,6,0,1,0,1,0,0,0
Se,As,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,7,7,0,0,0,0,0,0,0
Se,Se,28,0,0,47,0,3,1,4,1,0,9,16,4,3,0,0,0,6,10,69,6,7,150,12,13,1,29,25,8,0
Se,Ag,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,12,12,2,0,2,3,0,0
Se,Sb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1,0,13,2,13,0,0,0,0,0
Se,Ba,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Se,Pb,10,0,0,18,0,0,0,0,0,0,6,6,1,1,0,0,0,0,0,17,1,0,29,2,0,0,29,10,2,0
Se,Bi,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12,0,0,25,3,0,0,10,25,0,0
Se,U,8,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,1,2,0,8,0
Se,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,H,3,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,2,1,0,0,3,0,0,2,0,0,0
Ag,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,O,3,0,0,7,0,0,0,0,0,0,2,3,1,0,0,1,0,1,0,2,1,2,0,7,1,0,3,0,0,0
Ag,F,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ag,Na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Al,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,S,1,0,0,2,0,0,0,0,0,0,159,3,0,0,0,0,8,17,0,37,7,51,2,159,66,0,63,30,0,0
Ag,Cl,2,0,0,3,1,0,0,0,0,0,3,8,1,0,0,0,0,0,0,2,1,1,0,8,0,0,3,0,0,0
Ag,K,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Ag,Ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,V,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ag,Mn,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1,0,0,0,3,0,8,6,0,5,0,0,0
Ag,Fe,1,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,1,17,0,3,0,3,0,17,5,0,2,0,0,0
Ag,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
